2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=猫猫云
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=故障转移
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=自动选择
2025-03-19 13:00:52 INFO - [clash]: INF [API] listening addr=127.0.0.1:9090
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=tcp
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=udp
2025-03-19 13:03:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9681 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9683 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9729 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9731 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9797 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9800 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9824 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9826 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:55 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9857 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:55 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9859 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:00 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9889 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:00 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9891 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9951 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9953 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:10105 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:10 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:10107 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:10596 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:10622 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:11840 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:11842 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:11974 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:11976 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12002 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12004 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12016 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12018 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12035 rAddr=ipv6.msftncsi.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:04:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12021 rAddr=ipv6.msftncsi.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:04:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12027 rAddr=www.msftncsi.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:04:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12034 rAddr=www.msftncsi.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:04:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12063 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12065 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12092 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:45 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12094 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12109 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:50 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12111 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12129 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:04:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12131 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12138 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12140 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12166 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12168 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:11 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12185 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:11 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12187 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12191 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12193 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:21 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12210 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:21 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12212 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:26 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12222 rAddr=v20.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:05:26 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12229 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:26 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12231 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:31 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12246 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:31 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12248 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12254 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12256 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12260 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12262 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12275 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12277 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12282 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12284 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12293 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:05:56 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12295 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12302 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:01 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12304 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12329 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12331 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12344 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12346 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12360 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12362 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12379 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12381 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12401 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12403 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12423 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12425 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:37 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12447 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:37 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12449 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:42 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12512 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:42 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12514 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:47 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12567 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:47 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12569 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:52 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12612 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:52 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12614 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:57 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12660 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:06:57 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12662 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12726 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12728 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12760 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:07 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12762 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12799 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:12 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12801 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12836 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:17 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12838 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12855 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:22 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12857 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12886 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:27 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12888 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12960 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:12962 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:13332 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:13334 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14209 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14228 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14938 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14941 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14958 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14960 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14977 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:07:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:14979 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1042 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1044 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1036 rAddr=slscr.update.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:08:06 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1078 rAddr=slscr.update.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:08:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1084 rAddr=slscr.update.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:08:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1086 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1088 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1119 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1121 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1828 rAddr=fd.api.iris.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:08:16 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1833 rAddr=ocsp.digicert.com:80 mode=rule rule=DomainSuffix(digicert.com) proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:08:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1840 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1842 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1849 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1851 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:28 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1883 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:28 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1885 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1887 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1889 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1891 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:08:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1899 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1901 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1908 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1910 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1922 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1924 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1929 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:08:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:1931 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
